subject,relation,object,source
Shona Hill,note,Somerset,https://en.wikipedia.org/wiki/Seven_(1995_film)
Somerset,detect,Doe,https://en.wikipedia.org/wiki/Seven_(1995_film)
Mills,align,Doe,https://en.wikipedia.org/wiki/Seven_(1995_film)
Oleson,argue,Doe,https://en.wikipedia.org/wiki/Seven_(1995_film)
John Doe,interpret,Everyman,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Deamer,posit,Doe,https://en.wikipedia.org/wiki/Seven_(1995_film)
the years,grow,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
2015,say,Walker,https://en.wikipedia.org/wiki/Seven_(1995_film)
2016,identify,BFI,https://en.wikipedia.org/wiki/Seven_(1995_film)
the 2020s,call,MovieWeb,https://en.wikipedia.org/wiki/Seven_(1995_film)
NME,write,Collider,https://en.wikipedia.org/wiki/Seven_(1995_film)
Richard Dyer,feature,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,highlight,Roger Ebert,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,list,15,https://en.wikipedia.org/wiki/Seven_(1995_film)
Empire,rank,2008,https://en.wikipedia.org/wiki/Seven_(1995_film)
65,have,100,https://en.wikipedia.org/wiki/Seven_(1995_film)
The Bone Collector,replicate,1999,https://en.wikipedia.org/wiki/Seven_(1995_film)
The Batman,credit,Collider,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,see,Nine Inch Nails,https://en.wikipedia.org/wiki/Seven_(1995_film)
2012,describe,Art of the Title,https://en.wikipedia.org/wiki/Seven_(1995_film)
2011,rank,IFC,https://en.wikipedia.org/wiki/Seven_(1995_film)
The Game,direct,1997,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,help,Pitt,https://en.wikipedia.org/wiki/Seven_(1995_film)
Pitt,develop,Paltrow,https://en.wikipedia.org/wiki/Seven_(1995_film)
2022,say,MacKay,https://en.wikipedia.org/wiki/Seven_(1995_film)
Pitt,become,Somerset,https://en.wikipedia.org/wiki/Seven_(1995_film)
Walker,credit,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
Tracy,recall,Fincher,https://en.wikipedia.org/wiki/Seven_(1995_film)
Paltrow,wear,Halloween,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,abandon,Freeman,https://en.wikipedia.org/wiki/Seven_(1995_film)
Solace,make,2015,https://en.wikipedia.org/wiki/Seven_(1995_film)
Hruska,Hruska,Bronwen,https://en.wikipedia.org/wiki/Seven_(1995_film)
Gaughan,Gaughan,Liam,https://en.wikipedia.org/wiki/Seven_(1995_film)
Mirjalili,Mirjalili,Fatemeh,https://en.wikipedia.org/wiki/Seven_(1995_film)
Brad Pitt,do,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
Dyer,Dyer,1999,https://en.wikipedia.org/wiki/Seven_(1995_film)
R. Lee Ermey's,performance,"Best Performances, Ranked",https://en.wikipedia.org/wiki/Seven_(1995_film)
Alexander,Alexander,Bryan,https://en.wikipedia.org/wiki/Seven_(1995_film)
"Seven Turns 25: How Sloth, The Gnarliest Victim",give,Brad Pitt,https://en.wikipedia.org/wiki/Seven_(1995_film)
Se7en,Se7en,1995,https://en.wikipedia.org/wiki/Seven_(1995_film)
November 8,retrieve,2022,https://en.wikipedia.org/wiki/Seven_(1995_film)
Wolfe,Wolfe,Danielle,https://en.wikipedia.org/wiki/Seven_(1995_film)
Rebecca,Walsh,"October 6, 1995",https://en.wikipedia.org/wiki/Seven_(1995_film)
Gray,Gray,Niall,https://en.wikipedia.org/wiki/Seven_(1995_film)
Burns,Burns,Ashley,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven Screenwriter Andrew Kevin Walker,look,20 Years Later,https://en.wikipedia.org/wiki/Seven_(1995_film)
25,fact,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher's,save,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
Couch,Couch,Aaron,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,Screenwriter,David Fincher,https://en.wikipedia.org/wiki/Seven_(1995_film)
Lambie,Lambie,"September 22, 2019",https://en.wikipedia.org/wiki/Seven_(1995_film)
Montesano,Montesano,1996,https://en.wikipedia.org/wiki/Seven_(1995_film)
Why Seven Still Has,have,One,https://en.wikipedia.org/wiki/Seven_(1995_film)
The Head Stays In The Box,ending,7,https://en.wikipedia.org/wiki/Seven_(1995_film)
la Repubblica,Repubblica,Italian,https://en.wikipedia.org/wiki/Seven_(1995_film)
Rowles,Rowles,Dustin,https://en.wikipedia.org/wiki/Seven_(1995_film)
Clarice Starling In Hannibal And Other Roles,Clarice,Christina Applegate,https://en.wikipedia.org/wiki/Seven_(1995_film)
Bradshaw,Bradshaw,Paul,https://en.wikipedia.org/wiki/Seven_(1995_film)
Goldberg,Goldberg,Matt,https://en.wikipedia.org/wiki/Seven_(1995_film)
Sharf,Sharf,Zack,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven Turns 25,feel,David Fincher,https://en.wikipedia.org/wiki/Seven_(1995_film)
Mikulec,Mikulec,Sven,https://en.wikipedia.org/wiki/Seven_(1995_film)
Se7en: A Rain-,Se7en,David Fincher's,https://en.wikipedia.org/wiki/Seven_(1995_film)
Nayman,-,Adam,https://en.wikipedia.org/wiki/Seven_(1995_film)
Denzel Washington,regret,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
Yahoo,Yahoo,!,https://en.wikipedia.org/wiki/Seven_(1995_film)
Davis,Davis,Edward,https://en.wikipedia.org/wiki/Seven_(1995_film)
Denzel Washington,turn,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
September 25,retrieve,2022,https://en.wikipedia.org/wiki/Seven_(1995_film)
#5,#,Stallone,https://en.wikipedia.org/wiki/Seven_(1995_film)
10,thing,Se7en,https://en.wikipedia.org/wiki/Seven_(1995_film)
"September 25, 2022",retrieve,Russell,https://en.wikipedia.org/wiki/Seven_(1995_film)
Robert Duvall,call,Stanley Kubrick,https://en.wikipedia.org/wiki/Seven_(1995_film)
"September 25, 2022",Galloway,Galloway,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher,want,Ned Beatty,https://en.wikipedia.org/wiki/Seven_(1995_film)
Erbland,Erbland,Kate,https://en.wikipedia.org/wiki/Seven_(1995_film)
25,thing,David Fincher's,https://en.wikipedia.org/wiki/Seven_(1995_film)
Blevins,Blevins,Joe,https://en.wikipedia.org/wiki/Seven_(1995_film)
Michael Stipe,suppose,Se7en,https://en.wikipedia.org/wiki/Seven_(1995_film)
Gilchrist,Gilchrist,Todd,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher,Fincher,Se7en,https://en.wikipedia.org/wiki/Seven_(1995_film)
White,White,Adam,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher,reveal,Se7en,https://en.wikipedia.org/wiki/Seven_(1995_film)
1996,Taubin,24,https://en.wikipedia.org/wiki/Seven_(1995_film)
Watkins,Gwynne,"September 16, 2015",https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,ending,David Fincher,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher,talk,Se7en,https://en.wikipedia.org/wiki/Seven_(1995_film)
Se7en,Se7en,18,https://en.wikipedia.org/wiki/Seven_(1995_film)
Taubin,Taubin,1996,https://en.wikipedia.org/wiki/Seven_(1995_film)
Puig,Puig,Claudia,https://en.wikipedia.org/wiki/Seven_(1995_film)
Radatz,Radatz,Ben,https://en.wikipedia.org/wiki/Seven_(1995_film)
Hicks,Hicks,Chris,https://en.wikipedia.org/wiki/Seven_(1995_film)
Se7en Soundtrack,Soundtrack,1995,https://en.wikipedia.org/wiki/Seven_(1995_film)
O'Falt,O'Falt,Chris,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher,Fincher,Ren Klyce,https://en.wikipedia.org/wiki/Seven_(1995_film)
Phil,Semlyen,"October 15, 2010",https://en.wikipedia.org/wiki/Seven_(1995_film)
Anatomy Of An Opening Sequence:,Anatomy,David Fincher's,https://en.wikipedia.org/wiki/Seven_(1995_film)
"Halpern Benenson, Laurie",Benenson,"March 24, 1996",https://en.wikipedia.org/wiki/Seven_(1995_film)
1995,Horn,54,https://en.wikipedia.org/wiki/Seven_(1995_film)
Ehrman,Ehrman,Mark,https://en.wikipedia.org/wiki/Seven_(1995_film)
Domestic 1995 Weekend 38,Weekend,"September 22-24, 1995",https://en.wikipedia.org/wiki/Seven_(1995_film)
Showgirls No Big Deal,draw,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
Natale,Natale,"September 25, 1995",https://en.wikipedia.org/wiki/Seven_(1995_film)
Violent Seven,be,Brad Pitt,https://en.wikipedia.org/wiki/Seven_(1995_film)
Domestic 1995 Weekend,Weekend,"September 29-October 1, 1995",https://en.wikipedia.org/wiki/Seven_(1995_film)
Domestic 1995 Weekend,Weekend,"40 October 6-8, 1995",https://en.wikipedia.org/wiki/Seven_(1995_film)
Domestic 1995 Weekend,Weekend,"42 October 20-22, 1995",https://en.wikipedia.org/wiki/Seven_(1995_film)
Webster,Webster,Dan,https://en.wikipedia.org/wiki/Seven_(1995_film)
San Francisco Examiner,Examiner,1995,https://en.wikipedia.org/wiki/Seven_(1995_film)
Woods,Woods,1995,https://en.wikipedia.org/wiki/Seven_(1995_film)
Hibberd,Hibberd,James,https://en.wikipedia.org/wiki/Seven_(1995_film)
Ebert,Ebert,Roger,https://en.wikipedia.org/wiki/Seven_(1995_film)
Turan,Turan,Kenneth,https://en.wikipedia.org/wiki/Seven_(1995_film)
Howe,Desson,"September 22, 1995",https://en.wikipedia.org/wiki/Seven_(1995_film)
Berardinelli,Berardinelli,James,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,seven,United States,https://en.wikipedia.org/wiki/Seven_(1995_film)
November 5,retrieve,2022,https://en.wikipedia.org/wiki/Seven_(1995_film)
Guthmann,Guthmann,Edward,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven's Lurid Monster Mash,Mash,Hannibal Lecter,https://en.wikipedia.org/wiki/Seven_(1995_film)
Gleiberman,g,Owen,https://en.wikipedia.org/wiki/Seven_(1995_film)
The Dying Game,Game,1995,https://en.wikipedia.org/wiki/Seven_(1995_film)
Bernard,Bernard,Jami,https://en.wikipedia.org/wiki/Seven_(1995_film)
Grotesque Seven Is,be,Morgan Freeman,https://en.wikipedia.org/wiki/Seven_(1995_film)
Rafferty,Rafferty,Terrence,https://en.wikipedia.org/wiki/Seven_(1995_film)
Maslin,Maslin,Janet,https://en.wikipedia.org/wiki/Seven_(1995_film)
Boyar,Boyar,Jay,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,succeed,"Succeeds Despite Its Gimmicky Plot, Creaky Cliches",https://en.wikipedia.org/wiki/Seven_(1995_film)
Hartl,Hartl,John,https://en.wikipedia.org/wiki/Seven_(1995_film)
Kempley,Kempley,Rita,https://en.wikipedia.org/wiki/Seven_(1995_film)
Siskel,Siskel,Gene,https://en.wikipedia.org/wiki/Seven_(1995_film)
Schickel,Schickel,Richard,https://en.wikipedia.org/wiki/Seven_(1995_film)
1996,Awards,MTV Movie Awards,https://en.wikipedia.org/wiki/Seven_(1995_film)
Cox,Cox,Dan,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,get,Oscar,https://en.wikipedia.org/wiki/Seven_(1995_film)
IGN,IGN,"November 22, 2000",https://en.wikipedia.org/wiki/Seven_(1995_film)
Shaffer,Shaffer,"October 27, 2010",https://en.wikipedia.org/wiki/Seven_(1995_film)
"October 26, 2022",McCutcheon,McCutcheon,https://en.wikipedia.org/wiki/Seven_(1995_film)
October 26,retrieve,2022,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher,say,Se7En,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher's,get,Se7en,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher's,debut,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
"Horrific Sins: """,sin,Se7en,https://en.wikipedia.org/wiki/Seven_(1995_film)
Kubincanek,Kubincanek,Emily,https://en.wikipedia.org/wiki/Seven_(1995_film)
Oleson,Oleson,2019,https://en.wikipedia.org/wiki/Seven_(1995_film)
Gormley,Gormley,2001,https://en.wikipedia.org/wiki/Seven_(1995_film)
Wills,Wills,2011,https://en.wikipedia.org/wiki/Seven_(1995_film)
Luhr,Luhr,2012,https://en.wikipedia.org/wiki/Seven_(1995_film)
Fahy,Fahy,2003,https://en.wikipedia.org/wiki/Seven_(1995_film)
Macek,Macek,1999,https://en.wikipedia.org/wiki/Seven_(1995_film)
Murray & Rose,Murray,2010,https://en.wikipedia.org/wiki/Seven_(1995_film)
O'Callaghan,O'Callaghan,Paul,https://en.wikipedia.org/wiki/Seven_(1995_film)
Five,film,David Fincher's,https://en.wikipedia.org/wiki/Seven_(1995_film)
Bose,Bose,Swapnil Dhruv,https://en.wikipedia.org/wiki/Seven_(1995_film)
Friedman,Friedman,Max,https://en.wikipedia.org/wiki/Seven_(1995_film)
Se7en: A Look Back,Se7en,'90s,https://en.wikipedia.org/wiki/Seven_(1995_film)
Croot,Croot,James,https://en.wikipedia.org/wiki/Seven_(1995_film)
"Se7en: Still Disturbing, David Fincher's Searing, Shocking",hit,Netflix,https://en.wikipedia.org/wiki/Seven_(1995_film)
February 7,retrieve,2024,https://en.wikipedia.org/wiki/Seven_(1995_film)
Total Film,Film,"October 17, 2006",https://en.wikipedia.org/wiki/Seven_(1995_film)
Semlyen,Semlyen,Phil,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven (Se7en,seven,1995,https://en.wikipedia.org/wiki/Seven_(1995_film)
Urquhart,Urquhart,Jeremy,https://en.wikipedia.org/wiki/Seven_(1995_film)
Moore,-,Paul,https://en.wikipedia.org/wiki/Seven_(1995_film)
Se7en Is 20,be,Today,https://en.wikipedia.org/wiki/Seven_(1995_film)
The Batman Guide: 15 Movies And Comics,Guide,Robert Pattinson,https://en.wikipedia.org/wiki/Seven_(1995_film)
Fear,Fear,David,https://en.wikipedia.org/wiki/Seven_(1995_film)
Petty,John,Michael John,https://en.wikipedia.org/wiki/Seven_(1995_film)
Wakeman,Gregory,Gregory,https://en.wikipedia.org/wiki/Seven_(1995_film)
David Fincher,Fincher,Hollywood,https://en.wikipedia.org/wiki/Seven_(1995_film)
Farber,Farber,Stephen,https://en.wikipedia.org/wiki/Seven_(1995_film)
Auty,Auty,Dan,https://en.wikipedia.org/wiki/Seven_(1995_film)
Beck,Beck,Laura,https://en.wikipedia.org/wiki/Seven_(1995_film)
Williams,Isaac,Isaac,https://en.wikipedia.org/wiki/Seven_(1995_film)
Pimentel,Pimentel,Julia,https://en.wikipedia.org/wiki/Seven_(1995_film)
November 2,retrieve,2022,https://en.wikipedia.org/wiki/Seven_(1995_film)
10,movie,IMDb,https://en.wikipedia.org/wiki/Seven_(1995_film)
Parker,Ryan,Ryan,https://en.wikipedia.org/wiki/Seven_(1995_film)
Gwyneth Paltrow,win,Halloween,https://en.wikipedia.org/wiki/Seven_(1995_film)
Wu,Shannon,Ashley Shannon,https://en.wikipedia.org/wiki/Seven_(1995_film)
7,idea,Se7en,https://en.wikipedia.org/wiki/Seven_(1995_film)
"November 8, 2022",retrieve,Horner,https://en.wikipedia.org/wiki/Seven_(1995_film)
Anthony Hopkins,become,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
Brown,work,2018,https://en.wikipedia.org/wiki/Seven_(1995_film)
Chapter 4 .,chapter,Stephen King,https://en.wikipedia.org/wiki/Seven_(1995_film)
Stephen King,screen,Adaptation and the Horror Genre in Film and Television,https://en.wikipedia.org/wiki/Seven_(1995_film)
Austin,Austin,Texas,https://en.wikipedia.org/wiki/Seven_(1995_film)
Deamer,Deamer,David,https://en.wikipedia.org/wiki/Seven_(1995_film)
Deleuze,Books,Three,https://en.wikipedia.org/wiki/Seven_(1995_film)
Edinburgh,Edinburgh,Scotland,https://en.wikipedia.org/wiki/Seven_(1995_film)
Dyer,Dyer,Richard,https://en.wikipedia.org/wiki/Seven_(1995_film)
London,London,British Film Institute,https://en.wikipedia.org/wiki/Seven_(1995_film)
Hill,Hill,Shona,https://en.wikipedia.org/wiki/Seven_(1995_film)
Leiden,Leiden,Netherlands,https://en.wikipedia.org/wiki/Seven_(1995_film)
Luhr,Luhr,William,https://en.wikipedia.org/wiki/Seven_(1995_film)
Hoboken,Hoboken,New Jersey,https://en.wikipedia.org/wiki/Seven_(1995_film)
Oleson,Oleson,James C.,https://en.wikipedia.org/wiki/Seven_(1995_film)
London,London,England,https://en.wikipedia.org/wiki/Seven_(1995_film)
Schneider,Schneider,Steven Jay,https://en.wikipedia.org/wiki/Seven_(1995_film)
Boston,Boston,Massachusetts,https://en.wikipedia.org/wiki/Seven_(1995_film)
Thompson,Thompson,Kirsten M.,https://en.wikipedia.org/wiki/Seven_(1995_film)
Albany,Albany,New York,https://en.wikipedia.org/wiki/Seven_(1995_film)
Vernallis,Vernallis,Carol,https://en.wikipedia.org/wiki/Seven_(1995_film)
Oxford,Oxford,England,https://en.wikipedia.org/wiki/Seven_(1995_film)
Allen,journal,Valerie,https://en.wikipedia.org/wiki/Seven_(1995_film)
43,6,6,https://en.wikipedia.org/wiki/Seven_(1995_film)
London,Thomas,England,https://en.wikipedia.org/wiki/Seven_(1995_film)
37,37,1,https://en.wikipedia.org/wiki/Seven_(1995_film)
Flannery,Flannery,2000,https://en.wikipedia.org/wiki/Seven_(1995_film)
9,Gormley,Ireland,https://en.wikipedia.org/wiki/Seven_(1995_film)
Angelaki:,Angelaki,Journal of the Theoretical Humanities,https://en.wikipedia.org/wiki/Seven_(1995_film)
6,6,1,https://en.wikipedia.org/wiki/Seven_(1995_film)
Milton Park,Macek,Abingdon-on-Thames,https://en.wikipedia.org/wiki/Seven_(1995_film)
Fincher,place,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
26,26,1,https://en.wikipedia.org/wiki/Seven_(1995_film)
Baltimore,Baltimore,Maryland,https://en.wikipedia.org/wiki/Seven_(1995_film)
Tambling,Tambling,Jeremy,https://en.wikipedia.org/wiki/Seven_(1995_film)
Wills,Wills,Deborah,https://en.wikipedia.org/wiki/Seven_(1995_film)
23,23,3,https://en.wikipedia.org/wiki/Seven_(1995_film)
Toronto,Toronto,Ontario,https://en.wikipedia.org/wiki/Seven_(1995_film)
Moir,Moir,Patricia,https://en.wikipedia.org/wiki/Seven_(1995_film)
27,.,6,https://en.wikipedia.org/wiki/Seven_(1995_film)
Forest Park,Park,Illinois,https://en.wikipedia.org/wiki/Seven_(1995_film)
Montesano,Montesano,February 1996,https://en.wikipedia.org/wiki/Seven_(1995_film)
Murray,Murray,Terri,https://en.wikipedia.org/wiki/Seven_(1995_film)
Saunders,Saunders,Matthew F.,https://en.wikipedia.org/wiki/Seven_(1995_film)
Taubin,Taubin,Amy,https://en.wikipedia.org/wiki/Seven_(1995_film)
6,.,1,https://en.wikipedia.org/wiki/Seven_(1995_film)
Woods,Woods,Mark,https://en.wikipedia.org/wiki/Seven_(1995_film)
361,.,3,https://en.wikipedia.org/wiki/Seven_(1995_film)
New York City,City,Penske Media Corporation,https://en.wikipedia.org/wiki/Seven_(1995_film)
Horn,newspaper,John,https://en.wikipedia.org/wiki/Seven_(1995_film)
Tampa,Tampa,Florida,https://en.wikipedia.org/wiki/Seven_(1995_film)
San Francisco,Examiner,Examiner,https://en.wikipedia.org/wiki/Seven_(1995_film)
San Francisco,Francisco,California,https://en.wikipedia.org/wiki/Seven_(1995_film)
Seven,link,Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
American History X,be,1998,https://en.wikipedia.org/wiki/American_History_X
Edward Norton,follow,Edward Furlong,https://en.wikipedia.org/wiki/American_History_X
Derek,release,three years,https://en.wikipedia.org/wiki/American_History_X
McKenna,write,San Diego,https://en.wikipedia.org/wiki/American_History_X
Steve Tisch,serve,Lawrence Turman,https://en.wikipedia.org/wiki/American_History_X
Los Angeles,begin,"March 17, 1997",https://en.wikipedia.org/wiki/American_History_X
Kaye,be,New Line Cinema,https://en.wikipedia.org/wiki/American_History_X
40 minutes,be,Kaye,https://en.wikipedia.org/wiki/American_History_X
American History X,release,the United States,https://en.wikipedia.org/wiki/American_History_X
$23.8 million,be,$20 million,https://en.wikipedia.org/wiki/American_History_X
Norton,win,the Satellite Award for Best Actor in a Motion Picture – Drama,https://en.wikipedia.org/wiki/American_History_X
African History Y,be,Kaye,https://en.wikipedia.org/wiki/American_History_X
African-American,give,Bob Sweeney,https://en.wikipedia.org/wiki/American_History_X
Danny,write,Derek,https://en.wikipedia.org/wiki/American_History_X
Years earlier,shoot,Danny,https://en.wikipedia.org/wiki/American_History_X
Cameron Alexander,become,the Disciples of Cameron,https://en.wikipedia.org/wiki/American_History_X
1994,invite,Derek,https://en.wikipedia.org/wiki/American_History_X
Derek,assault,Davina,https://en.wikipedia.org/wiki/American_History_X
That night,attempt,Crips,https://en.wikipedia.org/wiki/American_History_X
Danny,shoot,Derek,https://en.wikipedia.org/wiki/American_History_X
Derek,arrest,three years,https://en.wikipedia.org/wiki/American_History_X
Derek,befriend,the Aryan Brotherhood,https://en.wikipedia.org/wiki/American_History_X
D.O.C.,realize,Derek,https://en.wikipedia.org/wiki/American_History_X
Derek,visit,Sweeney,https://en.wikipedia.org/wiki/American_History_X
Derek,reveal,Sweeney,https://en.wikipedia.org/wiki/American_History_X
Derek,warn,the Aryan Brotherhood,https://en.wikipedia.org/wiki/American_History_X
Derek,harm,Lamont,https://en.wikipedia.org/wiki/American_History_X
Derek,thank,Lamont,https://en.wikipedia.org/wiki/American_History_X
Derek,return,14 yr old,https://en.wikipedia.org/wiki/American_History_X
Danny,feel,Derek,https://en.wikipedia.org/wiki/American_History_X
D.O.C.,confront,Derek,https://en.wikipedia.org/wiki/American_History_X
Derek,refuse,Danny,https://en.wikipedia.org/wiki/American_History_X
Derek,beat,Cameron,https://en.wikipedia.org/wiki/American_History_X
Seth,attack,Derek,https://en.wikipedia.org/wiki/American_History_X
Seth,pull,Derek,https://en.wikipedia.org/wiki/American_History_X
Derek,confront,Danny,https://en.wikipedia.org/wiki/American_History_X
Derek,share,Danny,https://en.wikipedia.org/wiki/American_History_X
The next morning,complete,Danny,https://en.wikipedia.org/wiki/American_History_X
Derek,stop,Danny,https://en.wikipedia.org/wiki/American_History_X
Sweeney,inform,Seth,https://en.wikipedia.org/wiki/American_History_X
Danny,confront,Black,https://en.wikipedia.org/wiki/American_History_X
Danny,blame,Danny,https://en.wikipedia.org/wiki/American_History_X
Danny,read,Sweeney,https://en.wikipedia.org/wiki/American_History_X
Edward Norton,Norton,Derek Vinyard,https://en.wikipedia.org/wiki/American_History_X
John Morrissey,impress,three years prior,https://en.wikipedia.org/wiki/American_History_X
Michael De Luca,say,New Line Cinema,https://en.wikipedia.org/wiki/American_History_X
1996,approach,Dennis Hopper,https://en.wikipedia.org/wiki/American_History_X
Hopper,approach,Larry Clark,https://en.wikipedia.org/wiki/American_History_X
Kaye,accept,De Luca's,https://en.wikipedia.org/wiki/American_History_X
Kaye,be,Valerie McCaffrey,https://en.wikipedia.org/wiki/American_History_X
Kaye,object,Norton,https://en.wikipedia.org/wiki/American_History_X
Steve Tisch,be,Norton,https://en.wikipedia.org/wiki/American_History_X
Norton,be,Francis Ford Coppola,https://en.wikipedia.org/wiki/American_History_X
McCaffrey,cast,Edward Furlong,https://en.wikipedia.org/wiki/American_History_X
Norton,increase,hours,https://en.wikipedia.org/wiki/American_History_X
Los Angeles,take,Venice Beach,https://en.wikipedia.org/wiki/American_History_X
Courtney Love,welcome,Norton,https://en.wikipedia.org/wiki/American_History_X
Kaye,arrive,Lincoln,https://en.wikipedia.org/wiki/American_History_X
four,carry,the Passover holidays,https://en.wikipedia.org/wiki/American_History_X
British,say,the National Front,https://en.wikipedia.org/wiki/American_History_X
British,hire,Anne Dudley,https://en.wikipedia.org/wiki/American_History_X
neo-Nazi,say,Aryan,https://en.wikipedia.org/wiki/American_History_X
Kaye,be,first,https://en.wikipedia.org/wiki/American_History_X
Norton,involve,Kaye,https://en.wikipedia.org/wiki/American_History_X
Kaye,try,Norton,https://en.wikipedia.org/wiki/American_History_X
two,object,Kaye,https://en.wikipedia.org/wiki/American_History_X
Kaye,compromise,an extra eight weeks,https://en.wikipedia.org/wiki/American_History_X
"100,000",spend,Hollywood,https://en.wikipedia.org/wiki/American_History_X
one,bring,Kaye,https://en.wikipedia.org/wiki/American_History_X
an additional eight weeks,say,Kaye,https://en.wikipedia.org/wiki/American_History_X
Nobel Prize,collaborate,Derek Walcott,https://en.wikipedia.org/wiki/American_History_X
"July 28, 1998",have,eight week,https://en.wikipedia.org/wiki/American_History_X
Kaye,attempt,Humpty Dumpty,https://en.wikipedia.org/wiki/American_History_X
Kaye,file,$200 million,https://en.wikipedia.org/wiki/American_History_X
Kaye,disown,24 minutes,https://en.wikipedia.org/wiki/American_History_X
Kaye,cause,Hollywood,https://en.wikipedia.org/wiki/American_History_X
2006,direct,Lake of Fire.[25,https://en.wikipedia.org/wiki/American_History_X
"April 7, 2009[28",premier,Los Angeles,https://en.wikipedia.org/wiki/American_History_X
the United States,receive,October 30.[29,https://en.wikipedia.org/wiki/American_History_X
"156,076",gross,17,https://en.wikipedia.org/wiki/American_History_X
"6,719,864",go,513,https://en.wikipedia.org/wiki/American_History_X
Rotten Tomatoes,have,American History X,https://en.wikipedia.org/wiki/American_History_X
American History X,read,Edward Norton's,https://en.wikipedia.org/wiki/American_History_X
Metacritic,have,62,https://en.wikipedia.org/wiki/American_History_X
Gene Siskel,give,the Chicago Tribune,https://en.wikipedia.org/wiki/American_History_X
Norton,say,an Academy Award.[34,https://en.wikipedia.org/wiki/American_History_X
Todd McCarthy,give,Variety,https://en.wikipedia.org/wiki/American_History_X
Norton,praise,Derek,https://en.wikipedia.org/wiki/American_History_X
Janet Maslin,write,The New York Times,https://en.wikipedia.org/wiki/American_History_X
Roger Ebert,give,three,https://en.wikipedia.org/wiki/American_History_X
Owen Gleiberman,call,Entertainment Weekly,https://en.wikipedia.org/wiki/American_History_X
LaSalle,have,Derek,https://en.wikipedia.org/wiki/American_History_X
Stephen Hunter,be,The Washington Post,https://en.wikipedia.org/wiki/American_History_X
Michael O'Sullivan,write,Anne Dudley's,https://en.wikipedia.org/wiki/American_History_X
Norton,nominate,an Academy Award for Best Actor,https://en.wikipedia.org/wiki/American_History_X
Norton,include,Empire,https://en.wikipedia.org/wiki/American_History_X
1999,use,Amnesty International USA,https://en.wikipedia.org/wiki/American_History_X
Zara Toussaint,organize,Amnesty International,https://en.wikipedia.org/wiki/American_History_X
French,write,Sébastien Homer,https://en.wikipedia.org/wiki/American_History_X
September 1999,rank,Empire,https://en.wikipedia.org/wiki/American_History_X
2008,rank,Norton,https://en.wikipedia.org/wiki/American_History_X
Kaye,acknowledge,2007,https://en.wikipedia.org/wiki/American_History_X
2012,opine,20th,https://en.wikipedia.org/wiki/American_History_X
Clayton Schuster,draw,Vice,https://en.wikipedia.org/wiki/American_History_X
Esquire,state,2018,https://en.wikipedia.org/wiki/American_History_X
German,be,United States,https://en.wikipedia.org/wiki/American_History_X
Kaye,Kaye,Tony,https://en.wikipedia.org/wiki/American_History_X
D'Alessandro,D'Alessandro,Anthony,https://en.wikipedia.org/wiki/American_History_X
Djimon Hounsou,join,Tony Kaye's,https://en.wikipedia.org/wiki/American_History_X
Writers on Writing Series 2007,Series,2007,https://en.wikipedia.org/wiki/American_History_X
Goldstein,Goldstein,Patrick,https://en.wikipedia.org/wiki/American_History_X
April 8,retrieve,2020,https://en.wikipedia.org/wiki/American_History_X
Higginbotham,Higginbotham,Adam,https://en.wikipedia.org/wiki/American_History_X
