Private Entity,External URI,Confidence
Ian Jeremiah,http://www.wikidata.org/entity/Q13637417,1.0
Ian Nathan,http://www.wikidata.org/entity/Q120608027,1.0
Iceland,http://www.wikidata.org/entity/Q189,1.0
Imax,http://www.wikidata.org/entity/Q188575,1.0
Immanuel Kant,http://www.wikidata.org/entity/Q9312,1.0
Inception,http://www.wikidata.org/entity/Q3406134,0.2
Independent Film Company,http://www.wikidata.org/entity/Q135907913,1.0
Indian,http://www.wikidata.org/entity/Q1415,0.92
Indians,http://www.wikidata.org/entity/Q862086,1.0
Ingagi,http://www.wikidata.org/entity/Q36611,0.31
Insight Editions,http://www.wikidata.org/entity/Q27055641,1.0
Insomnia,http://www.wikidata.org/entity/Q1869874,1.0
Interactive Marketing,http://www.wikidata.org/entity/Q3657330,1.0
International Press Academy,http://www.wikidata.org/entity/Q3025234,1.0
Interstellar,http://www.wikidata.org/entity/Q41872,0.77
Intiso,http://www.wikidata.org/entity/Q112582476,1.0
Introducing the LO,http://www.wikidata.org/entity/Q39426178,0.37
Irrfan Khan,http://www.wikidata.org/entity/Q360927,1.0
Irwin,http://www.wikidata.org/entity/Q16871088,1.0
Isaac,http://www.wikidata.org/entity/Q5920537,1.0
Isekai,http://www.wikidata.org/entity/Q53911753,1.0
Italian,http://www.wikidata.org/entity/Q652,1.0
Italian-American,http://www.wikidata.org/entity/Q974693,0.91
Italiano,http://www.wikidata.org/entity/Q37478644,1.0
Italie,http://www.wikidata.org/entity/Q38,0.73
Itzkoff,http://www.wikidata.org/entity/Q48978523,1.0
Ivana,http://www.wikidata.org/entity/Q831245,1.0
Ives,http://www.wikidata.org/entity/Q29359007,1.0
J. Hoberman,http://www.wikidata.org/entity/Q4498571,1.0
J. J. Abrams,http://www.wikidata.org/entity/Q188137,1.0
J. Olson,http://www.wikidata.org/entity/Q122676467,0.48
JOSH ALLEN,http://www.wikidata.org/entity/Q27966578,1.0
JTBC,http://www.wikidata.org/entity/Q213097,1.0
JUSTIN JEFFERSON,http://www.wikidata.org/entity/Q69807017,1.0
Jack,http://www.wikidata.org/entity/Q1159009,1.0
Jack Black,http://www.wikidata.org/entity/Q483907,1.0
Jack Driscoll,http://www.wikidata.org/entity/Q115273772,1.0
Jack Lemmon,http://www.wikidata.org/entity/Q94123,1.0
Jack Nicholson,http://www.wikidata.org/entity/Q39792,1.0
Jack Woltz,http://www.wikidata.org/entity/Q589050,1.0
Jack the Ripper,http://www.wikidata.org/entity/Q6116022,1.0
Jackson,http://www.wikidata.org/entity/Q2732758,1.0
Jacob,http://www.wikidata.org/entity/Q25999604,1.0
Jacobi,http://www.wikidata.org/entity/Q12857036,1.0
Jacobs,http://www.wikidata.org/entity/Q1158566,1.0
Jada Pinkett Smith,http://www.wikidata.org/entity/Q228787,1.0
Jae-lim,http://www.wikidata.org/entity/Q69512691,0.86
Jake,http://www.wikidata.org/entity/Q16277266,1.0
James,http://www.wikidata.org/entity/Q677191,1.0
James Ashmore Creelman,http://www.wikidata.org/entity/Q6128903,1.0
James Berardinelli,http://www.wikidata.org/entity/Q711909,1.0
James Bond,http://www.wikidata.org/entity/Q844,1.0
James C.,http://www.wikidata.org/entity/Q113974006,0.59
James Caan,http://www.wikidata.org/entity/Q95043,1.0
James Cameron,http://www.wikidata.org/entity/Q42574,1.0
James Dyer,http://www.wikidata.org/entity/Q123985575,1.0
James Earl Jones,http://www.wikidata.org/entity/Q203960,1.0
James Franco,http://www.wikidata.org/entity/Q306403,1.0
James M.,http://www.wikidata.org/entity/Q109401078,0.67
James Oleson,http://www.wikidata.org/entity/Q123560437,1.0
James W.,http://www.wikidata.org/entity/Q116026238,1.0
Jami,http://www.wikidata.org/entity/Q11865840,1.0
Jami Bernard,http://www.wikidata.org/entity/Q15491543,1.0
Jamie,http://www.wikidata.org/entity/Q1674029,1.0
Jane,http://www.wikidata.org/entity/Q1682564,1.0
Janeane Garofalo,http://www.wikidata.org/entity/Q40143,1.0
Janet,http://www.wikidata.org/entity/Q13553631,1.0
Janet Jackson,http://www.wikidata.org/entity/Q131324,1.0
Janet Maslin,http://www.wikidata.org/entity/Q509946,1.0
Jang Hye-jin,http://www.wikidata.org/entity/Q55733858,1.0
Janina Godlewska,http://www.wikidata.org/entity/Q60171934,1.0
Janney,http://www.wikidata.org/entity/Q21450319,1.0
Jansen,http://www.wikidata.org/entity/Q2733656,1.0
Janty Yates,http://www.wikidata.org/entity/Q1683011,1.0
January 1,http://www.wikidata.org/entity/Q2150,1.0
January 1998,http://www.wikidata.org/entity/Q3162163,1.0
January 2,http://www.wikidata.org/entity/Q2151,1.0
January 2006,http://www.wikidata.org/entity/Q319647,1.0
January 2013,http://www.wikidata.org/entity/Q1206823,1.0
January 2023,http://www.wikidata.org/entity/Q61312880,1.0
January 29,http://www.wikidata.org/entity/Q2286,1.0
January 6,http://www.wikidata.org/entity/Q2221,1.0
January 7,http://www.wikidata.org/entity/Q2228,1.0
Janusz Olejniczak,http://www.wikidata.org/entity/Q544491,1.0
Japan,http://www.wikidata.org/entity/Q17,1.0
Japanese,http://www.wikidata.org/entity/Q5287,1.0
Jared Leto,http://www.wikidata.org/entity/Q484523,1.0
Jarvey,http://www.wikidata.org/entity/Q37329890,1.0
Jason,http://www.wikidata.org/entity/Q2630093,1.0
Jason Marsden,http://www.wikidata.org/entity/Q739105,1.0
Javier Bardem,http://www.wikidata.org/entity/Q134895,1.0
Jay,http://www.wikidata.org/entity/Q19817029,1.0
Jay-Z,http://www.wikidata.org/entity/Q62766,1.0
Jay A.,http://www.wikidata.org/entity/Q106594501,0.71
Jay Carr,http://www.wikidata.org/entity/Q92610427,1.0
Jean,http://www.wikidata.org/entity/Q7521081,1.0
Jean-Luc Godard,http://www.wikidata.org/entity/Q53001,1.0
Jean-Pierre,http://www.wikidata.org/entity/Q6169840,1.0
Jean-Pierre Luminet,http://www.wikidata.org/entity/Q2474670,1.0
Jean Baudrillard,http://www.wikidata.org/entity/Q182847,1.0
Jean Reno,http://www.wikidata.org/entity/Q43697,1.0
Jeannette Catsoulis,http://www.wikidata.org/entity/Q120495335,1.0
Jeannie Linero,http://www.wikidata.org/entity/Q1848701,1.0
Jeff,http://www.wikidata.org/entity/Q18609696,1.0
Jeff Cronenweth,http://www.wikidata.org/entity/Q1358070,1.0
Jeff Hephner,http://www.wikidata.org/entity/Q2636244,1.0
Jeff Jensen,http://www.wikidata.org/entity/Q117860311,1.0
Jeff Nichols,http://www.wikidata.org/entity/Q110960613,1.0
Jeff Probst,http://www.wikidata.org/entity/Q2914539,1.0
Jeff Warner,http://www.wikidata.org/entity/Q6175231,1.0
Jefferson,http://www.wikidata.org/entity/Q13553637,1.0
Jeffrey Dahmer,http://www.wikidata.org/entity/Q298364,1.0
Jeffrey Hunter,http://www.wikidata.org/entity/Q176361,1.0
Jelly Roll,http://www.wikidata.org/entity/Q6176881,1.0
Jenifer Lewis,http://www.wikidata.org/entity/Q542262,1.0
Jennifer,http://www.wikidata.org/entity/Q4677161,1.0
Jennifer Hudson,http://www.wikidata.org/entity/Q192410,1.0
Jennifer Lien,http://www.wikidata.org/entity/Q272020,1.0
Jennifer Ouellette,http://www.wikidata.org/entity/Q6178686,1.0
Jenny M.,http://www.wikidata.org/entity/Q114454637,0.7
Jensen,http://www.wikidata.org/entity/Q47500184,1.0
Jeon Ji,http://www.wikidata.org/entity/Q253626,0.56
Jeong Ha,http://www.wikidata.org/entity/Q69511102,0.88
Jeremiah S. Chechik,http://www.wikidata.org/entity/Q655416,1.0
Jeremy,http://www.wikidata.org/entity/Q1514341,1.0
Jeremy Tambling,http://www.wikidata.org/entity/Q6181946,1.0
Jerry,http://www.wikidata.org/entity/Q3808011,1.0
Jessica,http://www.wikidata.org/entity/Q630846,1.0
Jessica Chastain,http://www.wikidata.org/entity/Q229313,1.0
Jessica Johnson,http://www.wikidata.org/entity/Q111747970,1.0
Jessica Kate Meyer,http://www.wikidata.org/entity/Q28466588,1.0
Jessica Kiang,http://www.wikidata.org/entity/Q130689261,1.0
Jessica Lange,http://www.wikidata.org/entity/Q173585,1.0
Jesus,http://www.wikidata.org/entity/Q1158269,1.0
Jet Li,http://www.wikidata.org/entity/Q159577,1.0
Jet Set Radio,http://www.wikidata.org/entity/Q1470515,1.0
Jett,http://www.wikidata.org/entity/Q231106,0.62
Jevon,http://www.wikidata.org/entity/Q6189372,1.0
Jewish Ghetto Police,http://www.wikidata.org/entity/Q707517,1.0
Jews,http://www.wikidata.org/entity/Q7325,0.47
Jillian,http://www.wikidata.org/entity/Q19810272,1.0
Jim,http://www.wikidata.org/entity/Q15868042,1.0
Jim Goldberg,http://www.wikidata.org/entity/Q3178808,1.0
Jim Uhls,http://www.wikidata.org/entity/Q3178961,1.0
Jimoh,http://www.wikidata.org/entity/Q37177910,1.0
Jin-mo Yang,http://www.wikidata.org/entity/Q93004223,0.91
Jiufen,http://www.wikidata.org/entity/Q31093,1.0
Joan,http://www.wikidata.org/entity/Q1484457,1.0
Joanou,http://www.wikidata.org/entity/Q716373,0.71
Joe,http://www.wikidata.org/entity/Q17862013,1.0
Joe Budden,http://www.wikidata.org/entity/Q444832,1.0
Joe Carnahan,http://www.wikidata.org/entity/Q936866,1.0
Joe Cortese,http://www.wikidata.org/entity/Q6282277,0.88
Joe Hisaishi,http://www.wikidata.org/entity/Q275900,1.0
Joe Pantoliano,http://www.wikidata.org/entity/Q296883,1.0
Joe Rogan,http://www.wikidata.org/entity/Q2718421,1.0
Joe Williams,http://www.wikidata.org/entity/Q1691660,1.0
Joel-Peter Witkin,http://www.wikidata.org/entity/Q554307,1.0
Joel McCrea,http://www.wikidata.org/entity/Q436784,1.0
Joel Silver,http://www.wikidata.org/entity/Q539718,1.0
Joey,http://www.wikidata.org/entity/Q18385316,1.0
Johann Wolfgang von Goethe,http://www.wikidata.org/entity/Q5879,1.0
Johanna,http://www.wikidata.org/entity/Q4120836,1.0
John,http://www.wikidata.org/entity/Q4925477,1.0
John Belushi,http://www.wikidata.org/entity/Q23858,1.0
John Brand,http://www.wikidata.org/entity/Q6222954,1.0
John C. McGinley,http://www.wikidata.org/entity/Q316032,1.0
John Caird,http://www.wikidata.org/entity/Q121036783,1.0
John Carpenter,http://www.wikidata.org/entity/Q95008,1.0
John Cassini,http://www.wikidata.org/entity/Q6225504,1.0
John Cazale,http://www.wikidata.org/entity/Q296177,1.0
John Doe,http://www.wikidata.org/entity/Q3181360,1.0
John Ford,http://www.wikidata.org/entity/Q51114,1.0
John Gaeta,http://www.wikidata.org/entity/Q11305,1.0
John Guillermin,http://www.wikidata.org/entity/Q137489,1.0
John Hughes,http://www.wikidata.org/entity/Q311263,1.0
John Kenneth,http://www.wikidata.org/entity/Q186042,0.71
John Kenneth Muir,http://www.wikidata.org/entity/Q3181861,1.0
John Kramer,http://www.wikidata.org/entity/Q91666424,0.92
John L.,http://www.wikidata.org/entity/Q102228036,0.64
John Lasseter,http://www.wikidata.org/entity/Q269214,1.0
John Lennon,http://www.wikidata.org/entity/Q1203,1.0
John Lithgow,http://www.wikidata.org/entity/Q311271,1.0
John Logan,http://www.wikidata.org/entity/Q384004,1.0
John Marley,http://www.wikidata.org/entity/Q946196,1.0
John Mathieson,http://www.wikidata.org/entity/Q102267418,1.0
John Milius,http://www.wikidata.org/entity/Q83859,1.0
John Milton,http://www.wikidata.org/entity/Q79759,1.0
John Morrissey,http://www.wikidata.org/entity/Q111319213,1.0
John Nugent,http://www.wikidata.org/entity/Q108285104,1.0
John Podhoretz,http://www.wikidata.org/entity/Q6253084,1.0
John Qualen,http://www.wikidata.org/entity/Q1364339,1.0
John Ratzenberger,http://www.wikidata.org/entity/Q374093,1.0
John Singleton,http://www.wikidata.org/entity/Q363005,1.0
John Walsh,http://www.wikidata.org/entity/Q6262874,1.0
John Wayne,http://www.wikidata.org/entity/Q40531,1.0
John Wick,http://www.wikidata.org/entity/Q15732802,1.0
John Wick 3,http://www.wikidata.org/entity/Q52951815,0.5
John Williams,http://www.wikidata.org/entity/Q131285,1.0
Johnny Depp,http://www.wikidata.org/entity/Q37175,1.0
Johnny Farrow,http://www.wikidata.org/entity/Q108909378,1.0
Johnny Fontane,http://www.wikidata.org/entity/Q2629101,1.0
Johnny Marr,http://www.wikidata.org/entity/Q317742,1.0
Johnny Martino,http://www.wikidata.org/entity/Q3809461,1.0
Johnson,http://www.wikidata.org/entity/Q1158485,1.0
Jolin,http://www.wikidata.org/entity/Q37187869,1.0
Jon,http://www.wikidata.org/entity/Q13501137,1.0
Jon M. Chu,http://www.wikidata.org/entity/Q1702754,1.0
Jonah Lehrer,http://www.wikidata.org/entity/Q981045,1.0
Jonathan,http://www.wikidata.org/entity/Q1158394,1.0
Jonathan Clements,http://www.wikidata.org/entity/Q136353297,1.0
Jonathan Dean,http://www.wikidata.org/entity/Q76109537,1.0
Jonathan K.,http://www.wikidata.org/entity/Q107553206,0.85
Jonathan Liebesman,http://www.wikidata.org/entity/Q953359,1.0
Jonathan Nolan,http://www.wikidata.org/entity/Q372788,1.0
Jonathan Rosenbaum,http://www.wikidata.org/entity/Q3183304,0.92
Jones,http://www.wikidata.org/entity/Q59853,1.0
Jonny,http://www.wikidata.org/entity/Q1247280,1.0
Joo Eun,http://www.wikidata.org/entity/Q104801203,0.67
Jordan Cronenweth,http://www.wikidata.org/entity/Q715198,1.0
Jordan Goldberg,http://www.wikidata.org/entity/Q92468909,1.0
Jorgenson,http://www.wikidata.org/entity/Q53849677,1.0
Jose Pablo Cantillo,http://www.wikidata.org/entity/Q350014,1.0
Joseph,http://www.wikidata.org/entity/Q471788,1.0
Joseph Colombo,http://www.wikidata.org/entity/Q640717,1.0
Joseph Cooper,http://www.wikidata.org/entity/Q111862900,1.0
Joseph Fiennes,http://www.wikidata.org/entity/Q223790,1.0
Joseph Gordon-Levitt,http://www.wikidata.org/entity/Q177311,1.0
Joseph Quinn,http://www.wikidata.org/entity/Q108512299,1.0
Josh,http://www.wikidata.org/entity/Q18328013,1.0
Josh Allen,http://www.wikidata.org/entity/Q27966578,1.0
Josh Miller,http://www.wikidata.org/entity/Q110287081,1.0
Josh Stewart,http://www.wikidata.org/entity/Q117415,1.0
Joshua,http://www.wikidata.org/entity/Q3284319,1.0
Joshua Rivera,http://www.wikidata.org/entity/Q135361083,1.0
Joss Whedon,http://www.wikidata.org/entity/Q298025,1.0
Ju-Hyun,http://www.wikidata.org/entity/Q104608710,0.67
Juan Miguel Azpiroz,http://www.wikidata.org/entity/Q65230059,1.0
Juba,http://www.wikidata.org/entity/Q10541015,1.0
Judd Apatow,http://www.wikidata.org/entity/Q325396,1.0
Jugurtha,http://www.wikidata.org/entity/Q156173,1.0
Julia,http://www.wikidata.org/entity/Q2737173,1.0
Julia Rayner,http://www.wikidata.org/entity/Q28466585,1.0
Julia Roberts,http://www.wikidata.org/entity/Q40523,1.0
Julian,http://www.wikidata.org/entity/Q17856012,1.0
Julian Arahanga,http://www.wikidata.org/entity/Q6306950,1.0
Julie,http://www.wikidata.org/entity/Q15725563,1.0
Julie Gregg,http://www.wikidata.org/entity/Q3811107,1.0
Julie Pearce,http://www.wikidata.org/entity/Q59549821,0.92
Julien R.,http://www.wikidata.org/entity/Q6308752,0.67
July,http://www.wikidata.org/entity/Q121,1.0
July 1,http://www.wikidata.org/entity/Q2700,1.0
July 15,http://www.wikidata.org/entity/Q2686,1.0
July 2,http://www.wikidata.org/entity/Q2697,1.0
July 2025,http://www.wikidata.org/entity/Q61312809,1.0
July 3,http://www.wikidata.org/entity/Q2699,1.0
June 1,http://www.wikidata.org/entity/Q2625,1.0
June 19,http://www.wikidata.org/entity/Q2669,1.0
June 2006,http://www.wikidata.org/entity/Q237113,1.0
June 2019,http://www.wikidata.org/entity/Q47087599,1.0
June 2023,http://www.wikidata.org/entity/Q61312788,1.0
June 2025,http://www.wikidata.org/entity/Q61312790,1.0
June 22,http://www.wikidata.org/entity/Q2663,1.0
June 7,http://www.wikidata.org/entity/Q2616,1.0
Jung,http://www.wikidata.org/entity/Q1158639,1.0
Jung Hyeon-jun,http://www.wikidata.org/entity/Q85306794,1.0
Jung Jae-il,http://www.wikidata.org/entity/Q19941076,1.0
Jung Jaeil,http://www.wikidata.org/entity/Q99677838,1.0
Jung Ji-so,http://www.wikidata.org/entity/Q16177322,0.84
Jung Yi-seo,http://www.wikidata.org/entity/Q105706491,0.55
Justin,http://www.wikidata.org/entity/Q11166731,1.0
Justin Chang,http://www.wikidata.org/entity/Q102724422,1.0
Justin Jefferson,http://www.wikidata.org/entity/Q69807017,1.0
Justin Kirkland,http://www.wikidata.org/entity/Q99815499,1.0
K. J.,http://www.wikidata.org/entity/Q65882,0.38
KBS News,http://www.wikidata.org/entity/Q624224,0.89
Kael,http://www.wikidata.org/entity/Q49835405,1.0
Kaitlyn,http://www.wikidata.org/entity/Q20898954,1.0
Kamaji,http://www.wikidata.org/entity/Q3192310,1.0
Kami,http://www.wikidata.org/entity/Q21019712,1.0
Kanna Hashimoto,http://www.wikidata.org/entity/Q15147328,1.0
Kant,http://www.wikidata.org/entity/Q11271031,1.0
Kanye West,http://www.wikidata.org/entity/Q15935,1.0
Kaplan,http://www.wikidata.org/entity/Q6501864,1.0
Karen,http://www.wikidata.org/entity/Q1221747,1.0
Karl Marx,http://www.wikidata.org/entity/Q9061,1.0
Karl Quinn,http://www.wikidata.org/entity/Q100929815,1.0
Kasavin,http://www.wikidata.org/entity/Q20472044,0.88
Kasulis,http://www.wikidata.org/entity/Q100566954,0.16
Kat,http://www.wikidata.org/entity/Q58656839,1.0
Kate,http://www.wikidata.org/entity/Q1735678,1.0
Katharine Hepburn,http://www.wikidata.org/entity/Q56016,1.0
Katherine Jones,http://www.wikidata.org/entity/Q47431807,1.0
Kathleen Turner,http://www.wikidata.org/entity/Q222008,1.0
Katie,http://www.wikidata.org/entity/Q1158388,1.0
Kauffmann,http://www.wikidata.org/entity/Q26973097,1.0
Kay,http://www.wikidata.org/entity/Q16568731,1.0
Kay Adams,http://www.wikidata.org/entity/Q2471541,0.67
Kay Adams-Corleone,http://www.wikidata.org/entity/Q2471541,1.0
Kaye,http://www.wikidata.org/entity/Q16871304,1.0
Kazunori,http://www.wikidata.org/entity/Q16277766,1.0
Keanu,http://www.wikidata.org/entity/Q1737647,1.0
Keanu Reeves,http://www.wikidata.org/entity/Q43416,1.0
Keaton,http://www.wikidata.org/entity/Q19858516,1.0
Kehr,http://www.wikidata.org/entity/Q21482828,1.0
Keiichi,http://www.wikidata.org/entity/Q6383618,1.0
Keiji,http://www.wikidata.org/entity/Q6383642,1.0
Keith,http://www.wikidata.org/entity/Q1159033,1.0
Keith Phipps,http://www.wikidata.org/entity/Q131903750,1.0
Kelly,http://www.wikidata.org/entity/Q928249,1.0
Kempley,http://www.wikidata.org/entity/Q6387102,1.0
Ken,http://www.wikidata.org/entity/Q114,0.75
Ken Burns,http://www.wikidata.org/entity/Q616886,1.0
Ken Watanabe,http://www.wikidata.org/entity/Q211553,1.0
Kenneth,http://www.wikidata.org/entity/Q2492643,1.0
Kenneth Turan,http://www.wikidata.org/entity/Q2353410,1.0
Kenny Baker,http://www.wikidata.org/entity/Q116475145,1.0
Keoghan,http://www.wikidata.org/entity/Q48979405,1.0
Kermode,http://www.wikidata.org/entity/Q37570045,1.0
Kevin,http://www.wikidata.org/entity/Q605834,1.0
Kevin H.,http://www.wikidata.org/entity/Q108003575,0.73
Kevin Love,http://www.wikidata.org/entity/Q100984257,1.0
Kevin Mack,http://www.wikidata.org/entity/Q16193228,1.0
Kevin McCormick,http://www.wikidata.org/entity/Q100881825,1.0
Kevin Ray,http://www.wikidata.org/entity/Q6397315,1.0
Kevin Spacey,http://www.wikidata.org/entity/Q25144,1.0
Kevin Tod Haug,http://www.wikidata.org/entity/Q18387923,1.0
Keyes,http://www.wikidata.org/entity/Q39784218,1.0
Khatchatourian,http://www.wikidata.org/entity/Q21507407,0.57
Khondji,http://www.wikidata.org/entity/Q89279336,1.0
Ki,http://www.wikidata.org/entity/Q710,0.4
Ki-jung,http://www.wikidata.org/entity/Q135002874,1.0
Ki-taek,http://www.wikidata.org/entity/Q69507805,0.86
Ki-woo,http://www.wikidata.org/entity/Q18126812,0.4
Kiang,http://www.wikidata.org/entity/Q5413,0.5
Kil,http://www.wikidata.org/entity/Q828224,0.5
Kilkenny,http://www.wikidata.org/entity/Q180231,0.7
Kilmer,http://www.wikidata.org/entity/Q2420655,0.75
Kim,http://www.wikidata.org/entity/Q13083721,1.0
Kim Ki-jung,http://www.wikidata.org/entity/Q562844,1.0
Kim Ki-taek,http://www.wikidata.org/entity/Q12587075,1.0
Kim Ki-woo,http://www.wikidata.org/entity/Q131430586,1.0
Kim Masters,http://www.wikidata.org/entity/Q24401501,1.0
Kim Newman,http://www.wikidata.org/entity/Q717204,1.0
Kims,http://www.wikidata.org/entity/Q12614843,0.2
Kimura,http://www.wikidata.org/entity/Q20978130,1.0
Kinane,http://www.wikidata.org/entity/Q37015745,1.0
King,http://www.wikidata.org/entity/Q535214,1.0
King Kong,http://www.wikidata.org/entity/Q5959827,1.0
Kingsley Ben-Adir,http://www.wikidata.org/entity/Q24572132,1.0
Kino,http://www.wikidata.org/entity/Q650555,1.0
Kiowas,http://www.wikidata.org/entity/Q117100,0.56
Kip,http://www.wikidata.org/entity/Q1742338,1.0
Kip S,http://www.wikidata.org/entity/Q323320,0.56
Kip S.,http://www.wikidata.org/entity/Q323320,0.63
Kip Thorne,http://www.wikidata.org/entity/Q323320,0.87
Kirk Douglas,http://www.wikidata.org/entity/Q104027,1.0
Kirk Honeycutt,http://www.wikidata.org/entity/Q109707124,1.0
Kirk Wise,http://www.wikidata.org/entity/Q1073959,1.0
Kirkl,http://www.wikidata.org/entity/Q918975,0.77
Kirsner,http://www.wikidata.org/entity/Q37514945,1.0
Kirsten M.,http://www.wikidata.org/entity/Q112509141,0.74
Kirsten Thompson,http://www.wikidata.org/entity/Q119570919,1.0
Kit,http://www.wikidata.org/entity/Q16278009,1.0
Kitae,http://www.wikidata.org/entity/Q23985147,1.0
Klady,http://www.wikidata.org/entity/Q21640260,1.0
Klein,http://www.wikidata.org/entity/Q428024,1.0
Kleinman,http://www.wikidata.org/entity/Q5960160,1.0
Klyce,http://www.wikidata.org/entity/Q37465946,1.0
Knight,http://www.wikidata.org/entity/Q1777139,1.0
Knox,http://www.wikidata.org/entity/Q16871486,1.0
Kodmani,http://www.wikidata.org/entity/Q12865844,1.0
Kohn,http://www.wikidata.org/entity/Q21065981,1.0
Koln,http://www.wikidata.org/entity/Q365,0.55
Kong,http://www.wikidata.org/entity/Q116180497,1.0
Kopelson,http://www.wikidata.org/entity/Q56539031,1.0
Korea,http://www.wikidata.org/entity/Q17985,0.48
Korsic,http://www.wikidata.org/entity/Q20519650,0.67
Kramer,http://www.wikidata.org/entity/Q1158524,1.0
Kris Bowers,http://www.wikidata.org/entity/Q19668232,1.0
Kristin,http://www.wikidata.org/entity/Q3482601,1.0
Kristin Thompson,http://www.wikidata.org/entity/Q119553401,1.0
Kristopher,http://www.wikidata.org/entity/Q29169618,1.0
Kroll,http://www.wikidata.org/entity/Q21558769,1.0
Krysty Wilson-Cairns,http://www.wikidata.org/entity/Q62019312,1.0
Kubrick,http://www.wikidata.org/entity/Q18375239,1.0
Kunitake,http://www.wikidata.org/entity/Q6444773,1.0
Kurosawa,http://www.wikidata.org/entity/Q21506731,1.0
Kurt Cobain,http://www.wikidata.org/entity/Q8446,1.0
Kurt Russell,http://www.wikidata.org/entity/Q103157,1.0
Kyle,http://www.wikidata.org/entity/Q1326816,1.0
Kyle Chandler,http://www.wikidata.org/entity/Q359604,1.0
Kyle Cooper,http://www.wikidata.org/entity/Q87672220,0.92
Kym Barrett,http://www.wikidata.org/entity/Q3200949,1.0
L.,http://www.wikidata.org/entity/Q1043,0.13
L.A.,http://www.wikidata.org/entity/Q65,0.27
L. P. Davies,http://www.wikidata.org/entity/Q94054,1.0
LaSalle,http://www.wikidata.org/entity/Q577923,1.0
Lachenal,http://www.wikidata.org/entity/Q67501516,1.0
Laist,http://www.wikidata.org/entity/Q352864,0.42
Lambie,http://www.wikidata.org/entity/Q21452024,1.0
Lamm,http://www.wikidata.org/entity/Q99881971,1.0
Lammer,http://www.wikidata.org/entity/Q258952,1.0
Lammers,http://www.wikidata.org/entity/Q6146041,0.58
Lamont,http://www.wikidata.org/entity/Q77992518,1.0
Lana,http://www.wikidata.org/entity/Q37150,0.5
Lana Wachowski,http://www.wikidata.org/entity/Q9545711,1.0
Lana Wood,http://www.wikidata.org/entity/Q242749,1.0
Lancashire,http://www.wikidata.org/entity/Q67311452,1.0
Lane,http://www.wikidata.org/entity/Q2754726,1.0
Lang,http://www.wikidata.org/entity/Q16871816,1.0
Larry,http://www.wikidata.org/entity/Q18094568,1.0
Larry Clark,http://www.wikidata.org/entity/Q16120503,1.0
Larry King,http://www.wikidata.org/entity/Q213430,1.0
Larry Wachowski,http://www.wikidata.org/entity/Q9545711,0.83
Lars,http://www.wikidata.org/entity/Q15635262,1.0
Lars Jorgensen,http://www.wikidata.org/entity/Q63736110,0.87
Lasseter,http://www.wikidata.org/entity/Q37480983,1.0
Later that night,http://www.wikidata.org/entity/Q45991911,0.35
Latham,http://www.wikidata.org/entity/Q12794624,1.0
Lattanzio,http://www.wikidata.org/entity/Q19970528,1.0
Laura,http://www.wikidata.org/entity/Q429948,1.0
Laura Ziskin,http://www.wikidata.org/entity/Q270533,1.0
Laurel,http://www.wikidata.org/entity/Q934987,1.0
Lauren,http://www.wikidata.org/entity/Q2274625,1.0
Lauren Holly,http://www.wikidata.org/entity/Q229560,1.0
Laurence Fishburne,http://www.wikidata.org/entity/Q193048,1.0
Laurence Olivier,http://www.wikidata.org/entity/Q55245,1.0
Laurie MacDonald,http://www.wikidata.org/entity/Q3827956,1.0
Lawnmower Dog,http://www.wikidata.org/entity/Q22807333,1.0
Lawrence,http://www.wikidata.org/entity/Q15635788,1.0
Lawrence Bender,http://www.wikidata.org/entity/Q514913,1.0
Lawrence Turman,http://www.wikidata.org/entity/Q370417,1.0
Lazarus,http://www.wikidata.org/entity/Q26775128,1.0
Le Parrain,http://www.wikidata.org/entity/Q3646955,1.0
Leadbeater,http://www.wikidata.org/entity/Q29884273,1.0
Leah Cairns,http://www.wikidata.org/entity/Q461623,1.0
Lebo,http://www.wikidata.org/entity/Q12494259,1.0
Lecter,http://www.wikidata.org/entity/Q14248614,0.86
Lee,http://www.wikidata.org/entity/Q2061957,1.0
Lee Ha-,http://www.wikidata.org/entity/Q485640,0.82
Lee Ha-jun,http://www.wikidata.org/entity/Q86112333,1.0
Lee Ha-yeon,http://www.wikidata.org/entity/Q12613031,0.82
Lee Jung-eun,http://www.wikidata.org/entity/Q21710318,1.0
Lee Sang-heon,http://www.wikidata.org/entity/Q55733229,1.0
Lee Sun-kyun,http://www.wikidata.org/entity/Q489681,1.0
Legendary,http://www.wikidata.org/entity/Q64446143,1.0
Lehrer,http://www.wikidata.org/entity/Q37226,0.62
Leia,http://www.wikidata.org/entity/Q14708869,1.0
Leia Organa,http://www.wikidata.org/entity/Q51797,0.33
Leicester Square,http://www.wikidata.org/entity/Q2538959,0.71
Leiden,http://www.wikidata.org/entity/Q43631,1.0
Leiren,http://www.wikidata.org/entity/Q6520204,1.0
Leland Orser,http://www.wikidata.org/entity/Q1320006,1.0
Len,http://www.wikidata.org/entity/Q20000133,1.0
Lenker,http://www.wikidata.org/entity/Q37487374,1.0
Lennon,http://www.wikidata.org/entity/Q16872048,1.0
Lenny Montana,http://www.wikidata.org/entity/Q1352034,1.0
Leo,http://www.wikidata.org/entity/Q606764,1.0
Leonard,http://www.wikidata.org/entity/Q948418,1.0
